Symbol,Dataset
CIEN,http://www.ciena.com
VEDL,http://www.vedantalimited.com
LSPD,http://www.lightspeedhq.com
OCFT,http://www.ocft.com
BYND,http://www.beyondmeat.com
OC,http://www.owenscorning.com
ALV,http://www.autoliv.com
ATH,http://www.athene.com
NCLH,http://www.nclhltd.com
IIVI,http://www.ii-vi.com
WSM,http://www.williams-sonomainc.com
PFPT,http://www.proofpoint.com
CF,http://www.cfindustries.com
RGA,http://www.rgare.com
ALLK,http://www.allakos.com
CBSH,http://www.commercebank.com
G,http://www.genpact.com
IVZ,http://www.invesco.com
CMA,http://www.comerica.com
TWST,http://www.twistbioscience.com
AIZ,http://www.assurant.com
QDEL,http://www.quidel.com
LAD,http://www.lithiainvestorrelations.com
MNSO,http://www.miniso.com
PRAH,http://prahs.com
MRVI,http://www.maravai.com
CX,http://www.cemex.com
JLL,http://www.us.jll.com
REG,http://www.regencycenters.com
BL,http://www.blackline.com
CAE,http://www.cae.com
GPS,http://www.gapinc.com
AGCO,http://www.agcocorp.com
RBA,http://www.ritchiebros.com
RL,http://www.ralphlauren.com
WWD,http://www.woodward.com
XLRN,http://www.acceleronpharma.com
RS,http://www.rsac.com
STLD,http://www.steeldynamics.com
RDFN,http://www.redfin.com
KOD,http://kodiak.com
GGB,http://www2.gerdau.com
ACI,http://www.albertsonscompanies.com
LITE,http://www.lumentum.com
FANG,http://www.diamondbackenergy.com
AFG,http://www.afginc.com
JNPR,http://www.juniper.net
H,http://www.hyatt.com
USFD,http://www.usfoods.com
SBNY,http://www.signatureny.com
NVAX,http://www.novavax.com
COLD,http://www.americold.com
ARW,http://www.arrow.com
NLSN,http://www.nielsen.com
EWBC,http://www.eastwestbank.com
UAA,http://www.underarmour.com
VOYA,http://www.voya.com
EEFT,http://www.euronetworldwide.com
BERY,http://www.berryglobal.com
UGI,http://www.ugicorp.com
ACM,http://www.aecom.com
TGTX,http://www.tgtherapeutics.com
DCI,http://www.donaldson.com
KNX,http://knight-swift.com
SYNH,http://www.syneoshealth.com
CD,http://www.chindatagroup.com
NNN,http://www.nnnreit.com
RHI,http://www.roberthalf.com
ZION,http://www.zionsbancorporation.com
VNO,http://www.vno.com
NCNO,http://www.ncino.com
IOVA,http://www.iovance.com
SEE,http://www.sealedair.com
BSMX,http://www.santander.com.mx
FHN,http://www.firsthorizon.com
MIDD,http://www.middleby.com
IRTC,http://www.irhythmtech.com
CVE,http://www.cenovus.com
BHC,http://www.bauschhealth.com
LECO,http://www.lincolnelectric.com
RGLD,http://www.royalgold.com
MCFE,http://www.mcafee.com
FVRR,http://www.fiverr.com
PAAS,http://www.panamericansilver.com
ARCC,http://www.arescapitalcorp.com
BPMC,http://www.blueprintmedicines.com
LHCG,http://www.lhcgroup.com
NKLA,http://www.nikolamotor.com
QTWO,http://www.q2.com
PSO,http://www.pearson.com
SITE,http://www.siteone.com
GRUB,http://investors.grubhub.com/investors/overview/
PVH,http://www.pvh.com
HII,http://www.huntingtoningalls.com
UA,http://www.underarmour.com
TMX,http://www.terminix.com
MANH,http://www.manh.com
PLNT,http://www.planetfitness.com
SC,http://www.santanderconsumerusa.com
POST,http://www.postholdings.com
COG,http://www.cabotog.com
UTHR,http://www.unither.com
CASY,http://www.caseys.com
AXTA,http://www.axalta.com
PSTG,http://www.purestorage.com
ADT,http://www.adt.com
SFIX,http://www.stitchfix.com
ITT,http://www.itt.com
LMND,http://www.lemonade.com
FRT,http://www.federalrealty.com
NTNX,http://www.nutanix.com
CPRI,http://www.capriholdings.com
AMWL,http://amwell.com
PB,http://www.prosperitybankusa.com
CUBE,http://www.cubesmart.com
ANGI,http://www.angihomeservices.com
JBL,http://www.jabil.com
HRC,http://www.hillrom.com
GMED,http://www.globusmedical.com
KSS,http://www.Kohls.com
CWEN.A,http://www.clearwayenergy.com
ALK,http://www.alaskaair.com
KRC,http://www.kilroyrealty.com
BLDP,http://www.ballard.com
PFGC,http://www.pfgc.com
GLPG,http://www.glpg.com
APPF,http://www.appfolioinc.com
PAA,http://www.plainsallamerican.com
CYBR,http://www.cyberark.com
BLI,http://www.berkeleylights.com
CACI,http://www.caci.com
BC,http://www.brunswick.com
HLF,http://www.herbalife.com
KIM,http://www.kimcorealty.com
OMF,http://www.onemainfinancial.com
REXR,http://www.rexfordindustrial.com
SRCL,http://www.stericycle.com
TTEK,http://www.tetratech.com
EXEL,http://www.exelixis.com
REYN,http://www.reynoldsconsumerproducts.com
OGE,http://www.ogeenergy.com
YY,http://www.huanju.cn
CDK,http://www.cdkglobal.com
NVRO,http://www.nevro.com
JEF,http://www.jefferies.com
BLD,http://www.topbuild.com
MAT,http://www.mattel.com
LFUS,http://www.littelfuse.com
WAL,http://www.westernalliancebancorporation.com
VRT,http://www.vertiv.com
NEO,http://www.neogenomics.com
TPTX,http://www.tptherapeutics.com
DXC,http://www.dxc.technology
PII,http://www.polaris.com
CACC,http://www.creditacceptance.com
YETI,http://www.YETI.com
PSXP,http://www.phillips66partners.com
LSCC,http://www.latticesemi.com
PRGO,http://www.perrigo.com
FOLD,http://amicusrx.com
AN,http://www.autonation.com
CLR,http://www.clr.com
DVN,http://www.devonenergy.com
KT,http://www.kt.com
HAE,http://www.haemonetics.com
MPLN,http://www.multiplan.us
HTA,http://www.htareit.com
TRGP,http://www.targaresources.com
SON,http://www.sonoco.com
CLGX,http://www.corelogic.com
LPL,http://www.lgdisplay.com
ORI,http://www.oldrepublic.com
AZEK,http://azekco.com
OSK,http://www.oshkoshcorp.com
COLM,http://www.columbia.com
BWXT,http://www.bwxt.com
JHG,http://www.janushenderson.com
VRM,http://www.vroom.com
SPCE,http://www.virgingalactic.com
FLIR,http://www.flir.com
FAF,http://www.firstam.com
WMS,http://www.ads-pipe.com
CHH,http://www.choicehotels.com
SKX,http://www.skechers.com
BTG,http://www.b2gold.com
TNDM,http://www.tandemdiabetes.com
ONEM,http://www.onemedical.com
FRPT,http://www.freshpet.com
ACC,http://www.americancampus.com
MSA,http://www.msasafety.com
HOG,http://www.harley-davidson.com
SBS,http://www.sabesp.com.br
TKR,http://www.timken.com
SDGR,http://www.schrodinger.com
HELE,http://www.helenoftroy.com
BEAM,http://www.beamtx.com
FOUR,http://www.shift4.com
LSI,http://www.lifestorage.com
STWD,http://www.starwoodpropertytrust.com
FROG,http://www.jfrog.com
WES,http://www.westernmidstream.com
NATI,http://www.ni.com
TX,http://www.ternium.com
DCT,http://www.duckcreek.com
HESM,http://www.hessmidstream.com
SAIC,http://www.saic.com
FEYE,http://www.fireeye.com
SKLZ,http://www.skillz.com
HALO,http://www.halozyme.com
LEG,http://www.leggett.com
VNT,http://www.vontier.com
AER,http://www.aercap.com
TCF,http://ir.tcfbank.com
ARRY,http://arraytechinc.com
HUN,http://www.huntsman.com
TPX,http://www.tempursealy.com
COTY,http://www.coty.com
TOL,http://www.tollbrothers.com
TXRH,http://www.texasroadhouse.com
BZUN,http://www.baozun.com
TENB,http://www.tenable.com
TNET,http://www.trinet.com
CHNG,http://www.changehealthcare.com
PBCT,http://www.peoples.com
CFR,http://www.frostbank.com
VAC,http://www.marriottvacationsworldwide.com
IART,http://www.integralife.com
SLAB,http://www.silabs.com
APA,http://apacorp.com
OLLI,http://www.ollies.us
FUTU,http://www.futuholdings.com
SSL,http://www.sasol.com
CLF,http://www.clevelandcliffs.com
GIL,http://gildancorp.com
BRKS,http://www.brooks.com
CCJ,http://www.cameco.com
THO,http://www.thorindustries.com
INGR,http://www.ingredion.com
MRO,http://www.marathonoil.com
COR,http://www.CoreSite.com
EGP,http://www.eastgroup.net
VRNS,http://www.varonis.com
HQY,http://www.healthequity.com
AUY,http://www.yamana.com
PACB,http://www.pacb.com
FR,http://www.firstindustrial.com
NOV,http://www.nov.com
BHVN,http://www.biohavenpharma.com
NVST,http://www.envistaco.com
SSB,http://www.southstatebank.com
EVBG,http://www.everbridge.com
PRI,http://www.primerica.com
WH,http://www.wyndhamhotels.com
EVR,http://www.evercore.com
IRDM,http://www.iridium.com
MDU,http://www.mdu.com
SF,http://www.stifel.com
LSTR,http://www.landstar.com
MAN,http://www.manpowergroup.com
MTZ,http://www.mastec.com
PSTH,http://www.PSTontine.com
WSC,http://www.willscotmobilemini.com
INSP,http://www.inspiresleep.com
ALRM,http://www.alarm.com
CNXC,http://www.concentrix.com
FFIN,http://www.ffin.com
DKS,http://www.dickssportinggoods.com
DEI,http://www.douglasemmett.com
EDIT,http://www.editasmedicine.com
HBI,http://www.hanes.com
BJ,http://www.bjs.com
MDLA,http://www.medallia.com
CUZ,http://www.cousins.com
KMPR,http://www.kemper.com
ORCC,http://owlrock.com/overview-orcc/
UGP,http://www.ultra.com.br
EME,http://www.emcorgroup.com
NOMD,http://www.nomadfoods.com
WEN,http://www.wendys.com
TFSL,http://www.thirdfederal.com
JWN,http://press.nordstrom.com
OMCL,http://www.omnicell.com
MRCY,http://www.mrcy.com
PNFP,http://www.pnfp.com
EBS,http://www.emergentbiosolutions.com
MEDP,http://www.medpace.com
RBC,http://www.regalbeloit.com
BOKF,http://investor.bokf.com
ESNT,http://www.essentgroup.com
KNSL,http://www.kinsalecapitalgroup.com
QLYS,http://www.qualys.com
ALSN,http://www.allisontransmission.com
SAIL,http://www.sailpoint.com
PRLB,http://www.protolabs.com
STAG,http://www.stagindustrial.com
JOBS,http://www.51job.com
AL,http://www.airleasecorp.com
POWI,http://www.power.com
PPC,http://www.pilgrims.com
HASI,http://www.hannonarmstrong.com
ORA,http://www.ormat.com
PFSI,http://ir.pennymacfinancial.com
VIRT,http://www.virtu.com
SNV,http://www.synovus.com
RAMP,http://www.liveramp.com
NYCB,http://www.mynycb.com
FLO,http://www.flowersfoods.com
LANC,http://www.lancastercolony.com
SDC,http://www.smiledirectclub.com
BPOP,http://www.popular.com
BRX,http://www.brixmor.com
BLDR,http://www.bldr.com
NCR,http://www.ncr.com
ASR,http://www.asur.com.mx
APPS,http://www.digitalturbine.com
FLS,http://www.flowserve.com
CRUS,http://www.cirrus.com
MSM,http://www.mscdirect.com
HLI,http://www.hl.com
IDA,http://www.idacorpinc.com
NEP,http://www.investor.nexteraenergypartners.com
CW,http://www.curtisswright.com
EXPI,http://expworldholdings.com
SAIA,http://www.saia.com
RPD,http://www.rapid7.com
NXST,http://www.nexstar.tv
ASH,http://www.ashland.com
SWI,http://www.solarwinds.com
RXN,http://www.rexnordcorporation.com
BE,http://www.bloomenergy.com
BYD,http://www.boydgaming.com
ROOT,http://joinroot.com
PAG,http://www.penskeautomotive.com
RLI,http://www.rlicorp.com
JBLU,http://www.jetblue.com
XRX,http://www.xerox.com
HUYA,http://www.huya.com
LAZ,http://www.lazard.com
QRTEA,http://www.qurateretail.com
IMVT,http://www.immunovant.com
SMTC,http://www.semtech.com
EXPO,http://www.exponent.com
AMG,http://www.amg.com
GSHD,http://www.gooseheadinsurance.com
ASAN,http://asana.com
TKC,http://www.turkcell.com.tr
CBPO,http://www.chinabiologic.com
SAGE,http://www.sagerx.com
CLDR,http://www.cloudera.com
SLM,http://www.salliemae.com
FSR,http://www.fiskerinc.com
UPWK,http://www.upwork.com
ROLL,http://www.rbcbearings.com
ARNA,http://www.arenapharm.com
GPK,http://www.graphicpkg.com
MMS,http://www.maximus.com
SPWR,http://us.sunpower.com
UNM,http://www.unum.com
ICUI,http://www.icumed.com
JCOM,http://www.j2global.com
ASGN,http://www.asgn.com
HHC,http://www.howardhughes.com
RETA,http://www.reatapharma.com
TV,http://www.televisa.com
MSP,http://www.datto.com
ESI,http://www.elementsolutionsinc.com
LOPE,http://www.gce.com
GBCI,http://www.glacierbancorp.com
FOXF,http://www.ridefox.com
CR,http://www.craneco.com
NOVA,http://www.sunnova.com
MSGS,http://www.msgsports.com
PTCT,http://www.ptcbio.com
ACIW,http://www.aciworldwide.com
SRC,http://www.spiritrealty.com
WK,http://www.workiva.com
AYI,http://www.acuitybrands.com
ENV,http://www.envestnet.com
NAV,http://www.navistar.com
CCXI,http://www.chemocentryx.com
KWR,http://www.quakerchem.com
NEU,http://www.newmarket.com
CFX,http://www.colfaxcorp.com
CROX,http://www.crocs.com
VVV,http://www.valvoline.com
THG,http://www.hanover.com
VRNT,http://www.verint.com
LPSN,http://www.liveperson.com
VVNT,http://www.vivint.com
ALTR,http://www.altair.com
GTLS,http://www.chartindustries.com
AXS,http://www.axiscapital.com
NEOG,http://www.neogen.com
MTG,http://mtg.mgic.com
TRUP,http://www.trupanion.com
ACHC,http://www.acadiahealthcare.com
FTDR,http://www.frontdoorhome.com
PINC,http://www.premierinc.com
BIGC,http://www.bigcommerce.com
ADV,http://advantagesolutions.net
FL,http://www.footlocker-inc.com
NRZ,http://www.newresi.com
APLS,http://www.apellis.com
FTI,http://www.technipfmc.com
KBR,http://www.kbr.com
THC,http://www.tenethealth.com
GOCO,http://www.gohealth.com
WING,http://www.wingstop.com
SSRM,http://www.ssrmining.com
VNET,http://www.21vianet.com
SNX,http://www.synnexcorp.com
SLG,http://www.slgreen.com
NOVT,http://www.novanta.com
CRI,http://www.carters.com
DQ,http://www.dqsolar.com
CIG,http://www.cemig.com.br
BXMT,http://www.blackstonemortgagetrust.com
CC,http://www.chemours.com
CLH,http://www.cleanharbors.com
HLNE,http://www.hamiltonlane.com
UBSI,http://www.ubsi-inc.com
AA,http://www.alcoa.com
LPRO,http://www.openlending.com
EXP,http://www.eaglematerials.com
IIPR,http://www.innovativeindustrialproperties.com
NEWR,http://www.newrelic.com
NARI,http://www.inarimedical.com
JBGS,http://www.jbgsmith.com
CCMP,http://www.cmcmaterials.com
CNNE,http://www.cannaeholdings.com
ARD,http://www.ardaghgroup.com
HFC,http://www.hollyfrontier.com
VLDR,http://www.velodynelidar.com
PK,http://www.pkhotelsandresorts.com
VICR,http://www.vicorpower.com
OZK,http://www.ozk.com
WTS,http://www.watts.com
HAIN,http://www.hain.com
AY,http://www.atlantica.com
LPX,http://www.lpcorp.com
LEGN,http://www.legendbiotech.com
HIW,http://www.highwoods.com
OGS,http://www.onegas.com
AJRD,http://www.aerojetrocketdyne.com
FCEL,http://www.fuelcellenergy.com
SSD,http://www.simpsonmfg.com
SIGI,http://www.selective.com
QTS,http://www.qtsdatacenters.com
HXL,http://www.hexcel.com
SLGN,http://www.silganholdings.com
RYN,http://www.rayonier.com
SPR,http://www.spiritaero.com
CRNC,http://www.cerence.com
RXT,http://www.rackspace.com
ENSG,http://www.ensigngroup.net
FIZZ,http://www.nationalbeverage.com
HR,http://www.healthcarerealty.com
UNF,http://www.unifirst.com
KRNT,http://www.kornit.com
SHLX,http://www.shellmidstreampartners.com
DCP,http://www.dcpmidstream.com
VLY,http://www.valley.com
CVET,http://www.covetrus.com
FCN,http://www.fticonsulting.com
OLN,http://www.olin.com
SWCH,http://www.switch.com
NVT,http://www.nvent.com
BAND,http://www.bandwidth.com
STMP,http://www.stamps.com
ITRI,http://www.itron.com/na
SGMS,http://www.scientificgames.com
TRNO,http://www.terreno.com
BB,http://www.blackberry.com
RDN,http://www.radian.com
WBS,http://public.websteronline.com
PNM,http://www.pnmresources.com
ALLO,http://www.allogene.com
WCC,http://www.wesco.com
APAM,http://www.artisanpartners.com
PRSP,http://perspecta.com
SPSC,http://www.spscommerce.com
SAFE,http://www.safeholdinc.com
CRSR,http://www.corsair.com
COHR,http://www.coherent.com
CBD,http://www.gpari.com.br
ELP,http://www.copel.com
GO,http://www.groceryoutlet.com
VIR,http://www.vir.bio
XEC,http://www.cimarex.com
ARVN,http://www.arvinas.com
EYE,http://www.nationalvision.com
SABR,http://www.sabre.com
BKH,http://www.blackhillscorp.com
POR,http://www.portlandgeneral.com
NFG,http://www.nationalfuel.com
HE,http://www.hei.com
CDNA,http://www.caredx.com
RIDE,http://www.lordstownmotors.com
WWE,http://corporate.wwe.com
CDLX,http://www.cardlytics.com
GTES,http://www.gates.com
M,http://www.macysinc.com
STAA,http://www.staar.com
API,http://www.agora.io
DOC,http://www.docreit.com
JBT,http://www.jbtc.com
MUSA,http://www.murphyusa.com
MIME,http://www.mimecast.com
SEM,http://www.selectmedical.com
WDFC,http://www.wd40company.com
AMKR,http://amkor.com
AEIS,http://www.advancedenergy.com
CARG,http://www.cargurus.com
AM,http://www.anteromidstream.com
AVNT,http://www.avient.com
MTSI,http://www.macom.com
JAMF,http://www.jamf.com
TRIP,http://www.tripadvisor.com
NTLA,http://www.intelliatx.com
SNDR,http://www.schneider.com
EGHT,http://www.8x8.com
BCPC,http://www.balchem.com
OVV,http://www.ovintiv.com
RHP,http://www.rymanhp.com
HPP,http://www.hudsonpacificproperties.com
PD,http://www.pagerduty.com
VMI,http://www.valmont.com
PSB,http://www.psbusinessparks.com
GWPH,http://www.gwpharm.com
SBRA,http://www.sabrahealth.com
DOYU,http://www.douyu.com
SVMK,http://www.surveymonkey.com
X,http://www.ussteel.com
CIT,http://www.cit.com
STEP,http://www.stepstoneglobal.com
ADC,http://www.agreerealty.com
AIMC,http://www.altramotion.com
MSTR,http://www.microstrategy.com
PGNY,http://www.progyny.com
TREE,http://www.lendingtree.com
SHAK,http://www.shakeshack.com
WTFC,http://www.wintrust.com
GRA,http://www.grace.com
TTEC,http://www.ttec.com
PSN,http://www.parsons.com
STL,http://www.sterlingbancorp.com
VC,http://www.visteon.com
DIOD,http://www.diodes.com
ADS,http://www.alliancedata.com
AWI,http://www.armstrongceilings.com
BCO,http://www.brinks.com
FGEN,http://www.fibrogen.com
EQT,http://www.eqt.com
WNS,http://www.wns.com
CNS,http://www.cohenandsteers.com
ENS,http://www.enersys.com
AVT,http://www.avnet.com
BRFS,http://www.brf-global.com
SWAV,http://www.shockwavemedical.com
RCKT,http://www.rocketpharma.com
JMIA,http://group.jumia.com
INSM,http://www.insmed.com
AAON,http://www.aaon.com
YPF,http://www.ypf.com
MEOH,http://www.methanex.com
JKS,http://www.jinkosolar.com
UFPI,http://www.ufpi.com
AEO,http://www.aeo-inc.com
MANT,http://www.mantech.com
AHCO,http://www.adapthealth.com
AGI,http://www.alamosgold.com
KTOS,http://www.kratosdefense.com
VIAV,http://www.viavisolutions.com
R,http://www.ryder.com
SLQT,http://www.selectquote.com
MGNI,http://www.magnite.com
PCH,http://www.potlatchdeltic.com
NJR,http://www.njresources.com
AMBA,http://www.ambarella.com
ALXO,http://www.alxoncology.com
LCII,http://www.lci1.com
TMHC,http://www.taylormorrison.com
CBU,http://cbna.com
NKTR,http://www.nektar.com
TRTN,http://www.tritoninternational.com
ETRN,http://www.equitransmidstream.com
SWX,http://www.swgasholdings.com
CMD,http://www.cantelmedical.com
ALKS,http://www.alkermes.com
UMPQ,http://www.umpquabank.com
UMBF,http://www.umb.com
VG,http://www.vonage.com
GKOS,http://www.glaukos.com
SPB,http://www.spectrumbrands.com
SR,http://www.spireenergy.com
DCPH,http://www.deciphera.com
LIVN,http://www.livanova.com
ADNT,http://www.adient.com
PTVE,http://www.pactivevergreen.com
FORM,http://www.formfactor.com
CWK,http://www.cushmanwakefield.com
CBRL,http://www.crackerbarrel.com
AMN,http://www.amnhealthcare.com
EQC,http://www.eqcre.com
IGT,http://www.igt.com
BKU,http://www.bankunited.com
HOMB,http://www.homebancshares.com
NSP,http://www.insperity.com
VCYT,http://www.veracyte.com
UNVR,http://www.univar.com
NG,http://www.novagold.com
CPA,http://copa.gcs-web.com
HL,http://www.hecla-mining.com
FELE,http://www.franklin-electric.com
FOCS,http://focusfinancialpartners.com
CNMD,http://www.conmed.com
AB,http://www.alliancebernstein.com
SYNA,http://www.synaptics.com
MIC,http://www.micinc.com
NHI,http://www.nhireit.com
CWST,http://www.casella.com
LAUR,http://www.laureate.net
MDC,http://www.mdcholdings.com
BHF,http://www.brighthousefinancial.com
ALE,http://www.allete.com
AQUA,http://www.evoqua.com
SUMO,http://www.sumologic.com
FHB,http://www.fhb.com
FUBO,http://www.fubo.tv
ARNC,http://www.arconic.com
BOH,http://www.boh.com
MTH,http://www.meritagehomes.com
PDCO,http://www.pattersoncompanies.com
AXSM,http://www.axsome.com
SOGO,http://www.sogou.com
CORT,http://www.corcept.com
GOLF,http://www.acushnetholdingscorp.com
SXT,http://www.sensient.com
CNO,http://www.cnoinc.com
REGI,http://www.regi.com
FNB,http://www.fnb-online.com
KBH,http://www.kbhome.com
BVN,http://www.buenaventura.com
IBP,http://www.installedbuildingproducts.com
KEX,http://kirbycorp.com
REZI,http://www.resideo.com
EBC,http://www.easternbank.com
BLUE,http://www.bluebirdbio.com
KMT,http://www.kennametal.com
NGVT,http://www.ingevity.com
TGNA,http://www.tegna.com
CSIQ,http://www.canadiansolar.com
MC,http://www.moelis.com
TRN,http://www.trin.net
AIT,http://www.applied.com
APG,http://www.apigroupinc.com
MTLS,http://www.materialise.com
BBU,http://bbu.brookfield.com
LXP,http://www.lxp.com
NSTG,http://www.nanostring.com
BOX,http://www.box.com
TCBI,http://www.texascapitalbank.com
PACW,http://www.pacwestbancorp.com
MMSI,http://www.merit.com
AGIO,http://www.agios.com
SAFM,http://www.sandersonfarms.com
RRR,http://www.redrockresorts.com
VSH,http://www.vishay.com
ENR,http://www.energizerholdings.com
ALGT,http://www.allegiantair.com
ROG,http://www.rogerscorp.com
HI,http://www.hillenbrand.com
HWC,http://www.hancockwhitney.com
GATX,http://www.gatx.com
JJSF,http://www.jjsnack.com
TWOU,http://2u.com
CHX,http://www.championx.com
PPBI,http://www.ppbi.com
SHOO,http://www.stevemadden.com
WD,http://www.walkerdunlop.com
PZZA,http://www.papajohns.com
GDOT,http://www.greendot.com
CELH,http://www.celsiusholdingsinc.com
BXS,http://www.bancorpsouth.com
APLE,http://www.applehospitalityreit.com
HRB,http://www.hrblock.com
AWR,http://americanstateswatercompany.gcs-web.com
FN,http://www.fabrinet.com
SIX,http://www.sixflags.com
OUT,http://www.outfrontmedia.com
BLKB,http://www.blackbaud.com
CSOD,http://www.cornerstoneondemand.com
OFC,http://www.copt.com
AG,http://www.firstmajestic.com
FCFS,http://www.firstcash.com
EXLS,http://www.exlservice.com
NWE,http://www.northwesternenergy.com
JOE,http://www.joe.com
MCY,http://www.mercuryinsurance.com
DORM,http://www.dormanproducts.com
NUVA,http://www.nuvasive.com
CCOI,http://www.cogentco.com
INOV,http://www.inovalon.com
OPCH,http://www.optioncarehealth.com
EVTC,http://www.evertecinc.com
FHI,http://www.federatedinvestors.com
DAO,http://www.youdao.com
BNL,http://www.broadstone.com
RVMD,http://www.revmed.com
DAN,http://www.dana.com
SMPL,http://www.thesimplygoodfoodscompany.com
ABG,http://www.asburyauto.com
HMY,http://www.harmony.co.za
RCM,http://www.r1rcm.com
PSMT,http://www.pricesmart.com
VEON,http://www.veon.com
PJT,http://www.pjtpartners.com
FUL,http://www.hbfuller.com
BECN,http://www.becn.com
MMYT,http://www.makemytrip.com
AVA,http://investor.avistacorp.com
WRI,http://www.weingarten.com
MOMO,http://www.immomo.com
IGMS,http://igmbio.com
COOP,http://www.mrcoopergroup.com
KRTX,http://www.karunatx.com
GBT,http://www.gbt.com
WERN,http://www.werner.com
IBTX,http://www.independent-bank.com
MANU,http://www.manutd.com
LTHM,http://www.livent.com
BMI,http://www.badgermeter.com
UNIT,http://www.uniti.com
ONB,http://www.oldnational.com
ACCD,http://accolade.com
FSKR,http://www.franklinsquare.com/our-funds/fsic-ii
SONO,http://www.sonos.com
TSEM,http://towersemi.com
NUS,http://www.nuskin.com
WOR,http://www.worthingtonindustries.com
HYLN,http://www.hyliion.com
NOAH,http://www.noahgroup.com
CWT,http://www.calwatergroup.com
ESE,http://www.escotechnologies.com
LGIH,http://www.lgihomes.com
ITGR,http://www.integer.net
ACA,http://www.arcosa.com
NSIT,http://www.insight.com
ADCT,http://www.adctherapeutics.com
CVBF,http://www.cbbank.com
MXL,http://www.maxlinear.com
CWEN,http://www.clearwayenergy.com
COMM,http://www.commscope.com
ABCB,http://www.amerisbank.com
ASB,http://www.associatedbank.com
OPK,http://www.opko.com
NNI,http://www.nelnet.com
LILA,http://www.lla.com
TRQ,http://www.turquoisehill.com
CVLT,http://www.commvault.com
HGV,http://www.hiltongrandvacations.com
TARO,http://www.taro.com
SPT,http://www.sproutsocial.com
SCL,http://www.stepan.com
BRC,http://www.bradyid.com
ISBC,http://www.myinvestorsbank.com
SGMO,http://www.sangamo.com
KW,http://www.kennedywilson.com
AUB,http://www.atlanticunionbank.com
WWW,http://www.wolverineworldwide.com
ABM,http://www.abm.com
CRON,http://www.thecronosgroup.com
AMRC,http://www.ameresco.com
USM,http://www.uscellular.com
SSTK,http://www.shutterstock.com
CATY,http://www.cathaygeneralbancorp.com
HP,http://www.hpinc.com
B,http://www.barnesgroupinc.com
FIBK,http://www.FIBK.com
ATCO,http://www.atlascorporation.com
ATRC,http://www.atricure.com
JW.A,http://www.wiley.com
ANAT,http://www.americannational.com
PRMW,http://primowatercorp.com
MOG.A,http://www.moog.com
URBN,http://www.urbn.com
PHR,http://www.phreesia.com
EAF,http://www.graftech.com
EAT,http://www.brinker.com
AGO,http://www.assuredguaranty.com
WKHS,http://www.workhorse.com
STAY,http://extendedstayamerica.com
AEL,http://www.american-equity.com
COLB,http://www.columbiabank.com
CBT,http://www.cabotcorp.com
CAR,http://www.avisbudgetgroup.com
MYOV,http://myovant.com
CIM,http://www.chimerareit.com
MGEE,http://www.mgeenergy.com
PCRX,http://www.pacira.com
HTH,http://www.hilltop-holdings.com
SEAS,http://www.seaworldentertainment.com
EQX,http://www.equinoxgold.com
BRP,http://www.baldwinriskpartners.com
ARCT,http://www.arcturusrx.com
ITCI,http://www.intracellulartherapies.com
FLOW,http://www.spxflow.com
CWH,http://www.campingworld.com
IRBT,http://www.irobot.com
UCBI,http://www.ucbi.com
SAVE,http://www.spirit.com
INDB,http://www.rocklandtrust.com
JELD,http://www.jeld-wen.com
PEB,http://www.pebblebrookhotels.com
SFM,http://www.sprouts.com
TDC,http://www.teradata.com
SHO,http://www.sunstonehotels.com
MATX,http://www.matson.com
GT,http://www.goodyear.com
IBOC,http://www.ibc.com
TEX,http://www.terex.com
CNX,http://www.cnx.com
NSA,http://www.nationalstorageaffiliates.com
AZUL,http://www.voeazul.com.br
DOOR,http://www.masonite.com
CMC,http://www.cmc.com
SBGI,http://sbgi.net
KFY,http://www.kornferry.com
THS,http://www.treehousefoods.com
SPXC,http://www.spx.com
BBBY,http://www.bedbathandbeyond.com
DY,http://www.dycomind.com
STRA,http://www.strategiceducation.com
KTB,http://www.kontoorbrands.com
RLJ,http://www.rljlodgingtrust.com
AIN,http://www.albint.com
KOF,http://www.coca-colafemsa.com
KAR,http://www.karglobal.com
PLMR,http://plmr.com
VNE,http://www.veoneer.com
CDE,http://www.coeur.com
CLNY,http://www.clny.com
SFNC,http://www.simmonsbank.com
SUN,http://www.sunocolp.com
VSAT,http://www.viasat.com
ROCK,http://www.gibraltar1.com
EPR,http://www.eprkc.com
GPI,http://www.group1auto.com
ELY,http://www.callawaygolf.com
PING,http://www.pingidentity.com
ZYME,http://www.zymeworks.com
MED,http://medifastinc.com
GBDC,http://www.golubcapitalbdc.com
GEF,http://www.greif.com
GB,http://www.globalblue.com
MSGE,http://www.msgentertainment.com
EPAY,http://www.bottomline.com
ONTO,http://www.ontoinnovation.com
EGO,http://www.eldoradogold.com
FLR,http://www.fluor.com
YELP,http://www.yelp.com
NNOX,http://www.nanox.vision
SUM,http://summit-materials.com
RPAY,http://www.repay.com
WSFS,http://www.wsfsbank.com
PLXS,http://www.plexus.com
MDRX,http://www.allscripts.com
ENBL,http://www.enablemidstream.com
AFYA,http://www.afya.com.br
SNBR,http://www.sleepnumber.com
CMPR,http://www.cimpress.com
OSTK,http://www.overstock.com
VRRM,http://www.verramobility.com
FUN,http://www.cedarfair.com
SWN,http://www.swn.com
MCRB,http://www.serestherapeutics.com
RUSHA,http://www.rushenterprises.com
