Symbol,Dataset
RUTH,http://www.rhgi.com
CAI,http://www.capps.com
AEGN,http://www.aegion.com
ZIOP,http://ziopharm.com
DBI,http://www.designerbrands.com
KNDI,http://www.kandivehicle.com
GLP,http://www.globalp.com
SRG,http://www.seritage.com
HSII,http://www.heidrick.com
TCS,http://www.containerstore.com
CUBI,http://www.customersbank.com
VRAY,http://www.viewray.com
GPMT,http://www.gpmtreit.com
CMO,http://www.capstead.com
SCVL,http://www.shoecarnival.com
FIXX,http://www.homologymedicines.com
CASS,http://www.cassinfo.com
SIGA,http://www.siga.com
WIFI,http://www.boingo.com
ORBC,http://www.orbcomm.com
PLSE,http://www.pulsebiosciences.com
ARLP,http://www.arlp.com
TG,http://www.tredegar.com
CURO,http://www.curo.com
PRTS,http://www.carparts.com
CSV,http://www.carriageservices.com
ASIX,http://www.advansix.com
AQB,http://www.aquabounty.com
DGII,http://www.digi.com
MRC,http://www.mrcglobal.com
VEC,http://www.vectrus.com
CAL,http://www.caleres.com
SRDX,http://www.surmodics.com
AAN,http://www.aarons.com
HWKN,http://www.hawkinsinc.com
GDEN,http://www.goldenent.com
AMSWA,http://www.amsoftware.com
WLDN,http://www.willdan.com
STRL,http://www.strlco.com
SOLO,http://www.electrameccanica.com
CPE,http://www.callon.com
HTBK,http://www.heritagecommercecorp.com
AFMD,http://www.affimed.com
CPF,http://www.cpb.bank
FNKO,http://www.funko.com
ANGO,http://www.angiodynamics.com
CASA,http://www.casa-systems.com
FF,http://www.futurefuelcorporation.com
PBFX,http://www.pbflogistics.com
MTL,http://www.mechel.com
RLMD,http://www.relmada.com
THFF,http://www.first-online.com
QTNT,http://www.quotientbd.com
IDEX,http://www.ideanomics.com
UBA,http://www.ubproperties.com
HVT,http://www.havertys.com
PEBO,http://www.peoplesbancorp.com
LDL,http://www.lydall.com
SPPI,http://www.sppirx.com
IFN,http://www.aberdeenifn.com/aam.nsf/usClosedIfn/home
BBSI,http://www.bbsi.com
CAC,http://www.camdennational.com
CLDT,http://www.chathamlodgingtrust.com
CVM,http://cel-sci.com
CMTL,http://www.comtechtel.com
DCOM,http://www.dime.com
ETNB,http://www.89bio.com
SLCA,http://www.ussilica.com
PZN,http://www.pzena.com
RAPT,http://www.rapt.com
GTS,http://management.grupotriples.com
QTT,http://www.qutoutiao.net
TMDX,http://www.transmedics.com
RFP,http://www.resolutefp.com
HCCI,http://www.crystal-clean.com
PRTA,http://www.prothena.com
THR,http://www.thermon.com
CHUY,http://www.chuys.com
UUUU,http://www.energyfuels.com
LXRX,http://www.lexpharma.com
APLT,http://www.appliedtherapeutics.com
SPNE,http://www.seaspine.com
ETH,http://www.ethanallen.com
MPX,http://www.marineproductscorp.com
GERN,http://www.geron.com
XENE,http://www.xenon-pharma.com
ZIXI,http://www.zix.com
LLNW,http://www.limelight.com
DTIL,http://www.precisionbiosciences.com
TA,http://www.ta-petro.com
SWIR,http://www.sierrawireless.com
OPRX,http://www.optimizerx.com
MTEM,http://www.mtem.com
QELL,http://qellspac.com
AMOT,http://www.alliedmotion.com
MCFT,http://www.mastercraft.com
HEXO,http://www.hexocorp.com
FOSL,http://www.fossilgroup.com
CTRN,http://www.cititrends.com
KNOP,http://www.knotoffshorepartners.com
GPRE,http://www.gpreinc.com
AKTS,http://www.akoustis.com
BZH,http://www.beazer.com
GSS,http://www.gsr.com
CLAR,http://www.claruscorp.com
XBIT,http://www.xbiotech.com
DNN,http://www.denisonmines.com
ECOM,http://www.channeladvisor.com
FBRX,http://www.fortebiorx.com/home/default.aspx
ZYXI,http://www.zynex.com
AROW,http://www.arrowfinancial.com
AVD,http://www.american-vanguard.com
HMHC,http://www.hmhco.com
WSBF,http://www.wsbonline.com
NSSC,http://www.napcosecurity.com
BCEL,http://www.atreca.com
DMTK,http://www.dermtech.com
FFIC,http://www.flushingbank.com
TRUE.,http://www.truecar.com
CAF,http://www.morganstanley.com/msim/portal/site/US/template.PAGE/?msimPageTitle=productdetail_us_fp_ii&u=a2050c555a53daf33d3afb1051a9e009&fund=1365&sc=NO
APEI,http://www.apei.com
MX,http://www.magnachip.com
MTW,http://www.manitowoc.com
NAT,http://www.nat.bm
UVE,http://www.universalinsuranceholdings.com
CBAT,http://www.cbak.com.cn
LORL,http://www.loral.com
ITRN,http://www.ituran.com
NPTN,http://www.neophotonics.com
FSP,http://www.fspreit.com
KBAL,http://www.kimballinternational.com
INSW,http://intlseas.com
TPCO,http://www.tribpub.com
HARP,http://www.harpoontx.com
RADA,http://www.rada.com
RYI,http://www.ryerson.com
ORTX,http://www.orchard-tx.com
CTT,http://www.catchmark.com
GCO,http://www.genesco.com
MBWM,http://www.mercbank.com
LXFR,http://www.luxfer.com
TELL,http://www.tellurianinc.com
EBF,http://www.ennis.com
IIIN,http://www.insteel.com
CDEV,http://www.cdevinc.com
VSEC,http://www.vsecorp.com
CO,http://www.globalcordbloodcorp.com
FLDM,http://www.fluidigm.com
FREE,http://www.wholeearthbrands.com
BYSI,http://www.beyondspringpharma.com
DRRX,http://www.durect.com
NLTX,http://www.neoleukin.com
AXTI,http://www.axt.com
BBDC,http://www.baringsbdc.com
MRNS,http://www.marinuspharma.com
TUFN,http://www.tufin.com
DAC,http://www.danaos.com
WTTR,http://www.selectenergyservices.com
VKTX,http://www.vikingtherapeutics.com
PGC,http://www.pgbank.com
BNFT,http://www.benefitfocus.com
FLIC,http://www.fnbli.com
MLR,http://www.millerind.com
TITN,http://www.titanmachinery.com
PBYI,http://www.pumabiotechnology.com
SMMT,http://www.summittxinc.com
CBAY,http://www.cymabay.com
ASPN,http://www.aerogel.com
SRLP,http://www.spragueenergy.com
NBR,http://www.nabors.com
AXDX,http://acceleratediagnostics.com
NOG,http://www.northernoil.com
BDSI,http://www.bdsi.com
SNR,http://www.newseniorinv.com
VPG,http://vpgsensors.com
HCKT,http://www.thehackettgroup.com
SLDB,http://www.solidbio.com
HMTV,http://www.hemispheretv.com
ATRO,http://www.astronics.com
ACRE,http://www.arescre.com
KALA,http://www.kalarx.com
FLNT,http://www.fluentco.com
ASA,http://www.asaltd.com
ESGC,http://erosstx.com
CLVS,http://www.clovisoncology.com
DGICA,http://www.donegalgroup.com
MCS,http://www.marcuscorp.com
AKBA,http://www.akebia.com
IBCP,http://www.independentbank.com
HCI,http://hcigroup.com
RGP,http://www.rgp.com
WVE,http://www.wavelifesciences.com
PROF,http://www.profoundmedical.com
BCEI,http://www.bonanzacrk.com
AXU,http://www.alexcoresource.com
DX,http://www.dynexcapital.com
CIO,http://www.cityofficereit.com
WIMI,http://en.wimiar.com
VRS,http://www.versoco.com
OLP,http://www.onelibertyproperties.com
AGLE,http://www.aeglea.com
IEA,http://www.iea.net
RCEL,http://www.avitamedical.com
NH,http://nanthealth.com
TPVG,http://www.tpvg.com
MCF,http://www.contango.com
ATLC,http://www.atlanticus.com
CPSI,http://www.cpsi.com
ALT,http://altimmune.com
RVP,http://www.retractable.com
CRAI,http://www.crai.com
NEWT,http://www.newtekone.com
MOV,http://www.movadogroup.com
MUX,http://www.mcewenmining.com
RYAM,http://www.rayonieram.com
EEX,http://www.emeraldx.com
SRAC,http://www.stableroadcapital.com
RFL,http://www.rafaelholdings.com
KE,http://www.kimballelectronics.com
URGN,http://www.urogen.com
PFLT,http://www.pennantpark.com/pflt/about/index.php
PKOH,http://www.pkoh.com
SGU,http://www.stargrouplp.com
CUTR,http://cutera.com
FCBC,http://www.firstcommunitybank.com
AVDL,http://www.avadel.com
MGTA,http://www.magentatx.com
OMP,http://www.oasismidstream.com
AMC,http://www.amctheatres.com
DSPG,http://www.dspg.com
VSTM,http://www.verastem.com
CPLG,http://www.corepoint.com
DXPE,http://www.dxpe.com
OPY,http://www.oppenheimer.com
HOOK,http://www.hookipapharma.com
STXS,http://www.stereotaxis.com
DSKE,http://www.daseke.com
PLL,http://www.piedmontlithium.com
MGI,http://corporate.moneygram.com
ORC,http://www.orchidislandcapital.com
TRC,http://tejonranch.com
PERI,http://www.perion.com
MPAA,http://www.motorcarparts.com
GNUS,http://www.gnusbrands.com
ARAY,http://www.accuray.com
CUE,http://www.cuebiopharma.com
ACIU,http://www.acimmune.com
DMLP,http://www.dmlp.net
CNSL,http://www.consolidated.com
CDZI,http://www.cadizinc.com
SURF,http://www.surfaceoncology.com
SNDL,http://www.sundialgrowers.com
ALLT,http://www.allot.com
GIK,http://www.gigcapital3.com
CONN,http://www.conns.com
VRNA,http://www.veronapharma.com
MSB,http://www.mesabi-trust.com
HEAR,http://corp.turtlebeach.com
SOI,http://www.solarisoilfield.com
EGAN,http://www.egain.com
IDYA,http://www.ideayabio.com
CRESY,http://www.cresud.com.ar
TGB,http://www.tasekomines.com
VHC,http://www.virnetx.com
APTS,http://pacapts.com
RDHL,http://www.redhillbio.com
FMNB,http://www.farmersbankgroup.com
CNCE,http://www.concertpharma.com
HOFT,http://www.hookerfurniture.com
CALA,http://www.calithera.com
UEC,http://www.uraniumenergy.com
GCI,http://www.gannett.com
BSRR,http://www.sierrabancorp.com
TRVN,http://www.trevena.com
SXC,http://www.suncoke.com
MBI,http://www.mbia.com
TCDA,http://www.tricida.com
TNK,http://www.teekay.com/business/tankers
CSTE,http://www.caesarstone.com
TXMD,http://www.therapeuticsmd.com
FISI,http://www.fiiwarsaw.com
JYNT,http://www.thejoint.com
LTRPA,http://www.libertytripadvisorholdings.com
APTO,http://www.aptose.com
CCNE,http://www.cnbbank.bank
FPH,http://www.fivepoint.com
GILT,http://www.gilat.com
RICK,http://www.rcihospitality.com
TDW,http://www.tdw.com
CTSO,http://www.cytosorbents.com
CPRX,http://www.catalystpharma.com
DLTH,http://www.duluthtrading.com
HAFC,http://www.hanmi.com
CLFD,http://www.seeclearfield.com
SELB,http://selectabio.com
ANIP,http://www.anipharmaceuticals.com
CTMX,http://www.cytomx.com
ATHX,http://www.athersys.com
MEIP,http://www.meipharma.com
ARTNA,http://www.artesianresources.com
NDLS,http://www.noodles.com
LAND,http://www.gladstonefarms.com
RGS,http://www.regiscorp.com
RMNI,http://www.riministreet.com
SGC,http://www.superiorgroupofcompanies.com
AVXL,http://www.anavex.com
WTRH,http://www.waitrapp.com
GLOG,http://www.gaslogltd.com
USX,http://www.usxpress.com
LOOP,http://www.loopindustries.com
IMUX,http://www.immunic-therapeutics.com
CCRN,http://www.crosscountryhealthcare.com
PEO,http://www.adamsfunds.com
CAMP,http://www.calamp.com
GAIN,http://www.gladstoneinvestment.com
TISI,http://www.teaminc.com
SPKE,http://www.sparkenergy.com
REDU,http://www.risecenter.com
UFI,http://www.unifi.com
VRTV,http://www.veritivcorp.com
OOMA,http://www.ooma.com
TFFP,http://www.tffpharma.com
LCUT,http://www.lifetimebrands.com
EIGR,http://www.eigerbio.com
WTI,http://www.wtoffshore.com
WSR,http://www.whitestonereit.com
TAST,http://www.carrols.com
TACO,http://www.deltaco.com
HTBI,http://www.htb.com
WTBA,http://www.westbankstrong.com
OGI,http://www.organigram.ca
PLG,http://www.platinumgroupmetals.net
RM,http://www.regionalmanagement.com
NGL,http://www.nglenergypartners.com
ESCA,http://escaladeinc.com
LRMR,http://www.larimartx.com
ABUS,http://www.arbutusbio.com
CMRX,http://www.chimerix.com
HT,http://www.hersha.com
CSWC,http://www.capitalsouthwest.com
CIA,http://www.citizensinc.com
FC,http://www.franklincovey.com
LEU,http://www.centrusenergy.com
BRY,http://www.bry.com
KRP,http://www.kimbellrp.com
SRT,http://www.startek.com
OIS,http://www.oilstatesintl.com
STON,http://www.stonemor.com
LEJU,http://www.leju.com
LNDC,http://www.landec.com
TWI,http://www.titan-intl.com
LMNR,http://www.limoneira.com
CDXC,http://www.chromadex.com
ATOM,http://www.atomera.com
CZNC,http://www.cnbankpa.com
XXII,http://www.xxiicentury.com
NCMI,http://www.ncm.com
HAYN,http://www.haynesintl.com
ICAD,http://www.icadmed.com
FDUS,http://www.fdus.com
GPL,http://www.greatpanther.com
OESX,http://www.orionlighting.com
TMQ,http://www.trilogymetals.com
NGVC,http://www.naturalgrocers.com
PNNT,http://www.pennantpark.com
AMPE,http://www.ampiopharma.com
KALV,http://www.kalvista.com
IDT,http://www.idt.net
GNK,http://www.gencoshipping.com
VNTR,http://www.venatorcorp.com
DAKT,http://www.daktronics.com
UBX,http://www.unitybiotechnology.com
AMNB,http://www.amnb.com
VYGR,http://www.voyagertherapeutics.com
CVGI,http://cvgrp.com
HRTG,http://www.heritagepci.com
KLR,http://www.kaleyra.com
YRD,http://www.yirendai.com
OSBC,http://www.oldsecond.com
NOA,http://www.nacg.ca
ALTG,http://www.altaequipment.com
VOXX,http://www.voxxintl.com
IVC,http://www.invacare.com
MTRX,http://www.matrixservicecompany.com
KMDA,http://www.kamada.com
ACRS,http://www.aclaristx.com
BXC,http://www.bluelinxco.com
OTIC,http://www.otonomy.com
MCBC,http://www.macatawabank.com
CODX,http://www.codiagnostics.com
RRGB,http://www.redrobin.com
PRTK,http://paratekpharma.com
RLGT,http://radiantdelivers.com
GLAD,http://www.gladstonecapital.com
UXIN,http://www.xin.com
CIVB,http://www.civb.com
VRA,http://www.verabradley.com
SUPV,http://www.gruposupervielle.com
ACET,http://www.adicetbio.com
LMRK,http://www.landmarkmlp.com
KIRK,http://www.kirklands.com
DBVT,http://www.dbv-technologies.com
CMCM,http://www.cmcm.com
SMBK,http://www.smartfinancialinc.com
ALDX,http://www.aldeyra.com
PKE,http://www.parkaerospace.com
KRMD,http://www.korumedical.com
BRG,http://www.bluerockresidential.com
FNLC,http://www.thefirst.com
CSPR,http://www.casper.com
FLMN,http://www.falconminerals.com
FLY,http://www.flyleasing.com
EZPW,http://www.ezcorp.com
NWPX,http://www.nwpipe.com
GFN,http://www.generalfinance.com
GSM,http://www.ferroglobe.com
PCSB,http://www.pcsbbank.com
XERS,http://www.xerispharma.com
PCYO,http://www.purecyclewater.com
UEPS,http://www.net1.com
CHMA,http://www.chiasma.com
REKR,http://www.rekor.ai
CLVR,http://www.cleverleaves.com
NBEV,http://www.newage.com
KXIN,http://ir.kaixin.com
CVLG,http://www.covenanttransport.com
NNBR,http://www.nninc.com
GORO,http://goldresourcecorp.com
CLMT,http://www.calumetspecialty.com
BGFV,http://www.big5sportinggoods.com
JNCE,http://jouncetx.com
CRMD,http://www.cormedix.com
AGRX,http://www.agiletherapeutics.com
SAVA,http://www.cassavasciences.com
ATAX,http://www.ataxfund.com
GLRE,http://www.greenlightre.com
LCTX,http://www.lineagecell.com
LCI,http://www.lannett.com
OCN,http://www.ocwen.com
BTU,http://www.peabodyenergy.com
GIX,http://www.gigcapital2.com
AOUT,http://www.aob.com
TLYS,http://www.tillys.com
KZR,http://www.kezarlifesciences.com
FPI,http://www.farmlandpartners.com
IMMR,http://www.immersion.com
LPI,http://www.laredopetro.com
GAU,http://www.galianogold.com
APYX,http://www.apyxmedical.com
MBIO,http://www.mustangbio.com
MIXT,http://www.mixtelematics.co.za
EVC,http://www.entravision.com
CTIC,http://www.ctibiopharma.com
AGS,http://www.playags.com
BNED,http://www.bned.com
CECE,http://www.cecoenviro.com
IBIO,http://www.ibioinc.com
LIVX,http://www.livexlive.com
QMCO,http://www.quantum.com
APTX,http://www.aptinyx.com
TUSK,http://www.mammothenergy.com
HZN,http://www.horizonglobal.com
HCHC,http://www.hc2.com
AJX,http://www.greatajax.com
HRZN,http://www.horizontechfinance.com
CHS,http://www.chicosfas.com
TK,http://www.teekay.com
PWFL,http://www.powerfleet.com
GHL,http://www.greenhill.com
ITI,http://www.iteris.com
NL,http://www.nl-ind.com
PAYS,http://www.paysign.com
IPI,http://www.intrepidpotash.com
WBAI,http://www.500.com
STIM,http://www.neurostar.com
KOPN,http://www.kopin.com
QD,http://www.qudian.com
TBNK,http://www.territorialsavings.net
GTT,http://www.gtt.net
EGLE,http://www.eagleships.com
MNOV,http://medicinova.com
MG,http://www.mistrasgroup.com
LAKE,http://www.lakeland.com
CSLT,http://www.castlighthealth.com
SUNS,http://www.solarseniorcap.com
PRQR,http://www.proqr.com
TOUR,http://www.tuniu.com
UTI,http://www.uti.edu
IMV,http://www.imv-inc.com
CRD.A,http://www.crawco.com
MSON,http://www.misonix.com
MESA,http://www.mesa-air.com
SMSI,http://www.smithmicro.com
TLSA,http://www.tizianalifesciences.com
GNPX,http://www.genprex.com
XNET,http://www.xunlei.com
CRNT,http://www.ceragon.com
GNSS,http://genasys.com
PDS,http://www.precisiondrilling.com
LYTS,http://www.lsi-industries.com
UIHC,http://www.upcinsurance.com
KVHI,http://www.kvh.com
SPOK,http://www.spok.com
TMST,http://www.timkensteel.com
EVFM,http://www.evofem.com
QUAD,http://www.quad.com
GPX,http://www.gpstrategies.com
XONE,http://www.exone.com
SPI,http://www.spigroups.com
LINC,http://www.lincolntech.edu
NTP,http://www.namtai.com
AAOI,http://www.ao-inc.com
SRGA,http://www.surgalign.com
SCM,http://www.stelluscapital.com/public-investors/investment-corp/
SNCR,http://www.synchronoss.com
SIFY,http://www.sifytechnologies.com
ASPS,http://www.altisource.com
WMC,http://www.westernassetmcc.com
CERC,http://www.cerecor.com
SIEN,http://sientra.com
ACTG,http://www.acaciaresearch.com
BSET,http://www.bassettfurniture.com
ASMB,http://www.assemblybio.com
AQST,http://www.aquestive.com
CAAS,http://www.caasauto.com
MIST,http://www.milestonepharma.com
CVEO,http://civeo.com
MARK,http://www.remarkholdings.com
ADMA,http://www.admabiologics.com
PCOM,http://www.points.com
GNE,http://www.genie.com
NEPT,http://neptunecorp.com
PTVCB,http://www.protectiveinsurance.com
WRAP,http://www.wraptechnologies.com
CATO,http://www.catofashions.com
IDN,http://intellicheck.com
ONCT,http://www.oncternal.com
FENC,http://www.fennecpharma.com
CNTY,http://www.cnty.com
CULP,http://www.culp.com
GAIA,http://www.gaia.com
LCNB,http://www.lcnb.com
BKCC,http://www.blackrockbkcc.com
CVCY,http://www.cvcb.com
VNRX,http://www.volition.com
GLYC,http://glycomimetics.com
CWCO,http://www.cwco.com
NR,http://www.newpark.com
BCBP,http://www.bcb.bank
ALSK,http://www.alaskacommunications.com
MDCA,http://www.mdc-partners.com
NYMX,http://www.nymox.com
GPP,http://www.greenplainspartners.com
CEIX,http://www.consolenergy.com
GSIT,http://www.gsitechnology.com
CYBE,http://www.cyberoptics.com
BW,http://www.babcock.com
MHLD,http://www.maiden.bm
NMTR,http://www.9meters.com
HBIO,http://www.harvardbioscience.com
AT,http://www.atlanticpower.com
FRBK,http://www.myrepublicbank.com
PSTI,http://www.pluristem.com
SBBP,http://www.strongbridgebio.com
GMLP,http://www.golarlngpartners.com
AIRG,http://www.airgain.com
BHR,http://www.bhrreit.com
WNEB,http://www.westfieldbank.com
IVAC,http://www.intevac.com
ELOX,http://www.eloxxpharma.com
AYRO,http://www.ayro.com
DS,http://www.driveshack.com
AQMS,http://www.aquametals.com
NBSE,http://www.neubasetherapeutics.com
SCOR,http://www.comscore.com
UAN,http://www.cvrpartners.com
OSG,http://www.osg.com
DSX,http://www.dianashippinginc.com
AHT,http://www.ahtreit.com
NRP,http://www.nrplp.com
TREC,http://www.trecora.com
KIN,http://www.kindredbio.com
ABEO,http://www.abeonatherapeutics.com
BOCH,http://www.bankofcommerceholdings.com
YCBD,http://www.cbdmd.com
DMAC,http://www.diamedica.com
MRCC,http://www.monroebdc.com
TTOO,http://www.t2biosystems.com
APT,http://www.alphaprotech.com
AVEO,http://www.aveooncology.com
OCX,http://oncocyte.com
SECO,http://www.secoo.com
PVAC,http://www.pennvirginia.com
NAK,http://www.northerndynastyminerals.com
FBIZ,http://www.firstbusiness.com
FSTR,http://www.lbfoster.com
TNP,http://www.tenn.gr
SMED,http://www.sharpsinc.com
SREV,http://www.servicesource.com
BCLI,http://www.brainstorm-cell.com
ORN,http://www.oriongroupholdingsinc.com
LEAF,http://www.leafgroup.com
OVID,http://www.ovidrx.com
SESN,http://www.sesenbio.com
HROW,http://www.harrowinc.com
IIN,http://www.intricon.com
SLNO,http://soleno.life
RRD,http://www.rrd.com
DYAI,http://www.dyadic.com
RESN,http://www.resonant.com
OXSQ,http://www.ticc.com
WPG,http://www.washingtonprime.com
EDAP,http://www.edap-tms.com
GLOP,http://www.gaslogmlp.com
FTK,http://www.flotekind.com
ATNM,http://www.actiniumpharma.com
PIRS,http://www.pieris.com
CPLP,http://www.capitalpplp.com
IDRA,http://www.iderapharma.com
MRLN,http://marlincapitalsolutions.com
XIN,http://www.xyre.com
SIOX,http://www.siogtx.com
GHM,http://www.graham-mfg.com
EMKR,http://www.emcore.com
ZEUS,http://www.olysteel.com
EYEN,http://www.eyenovia.com
TYME,http://www.tymeinc.com
ZVO,http://www.zovio.com
CFRX,http://www.contrafect.com
RDI,http://www.readingrdi.com
EMAN,http://emagin.com
LFVN,http://www.lifevantage.com
SIEB,http://www.siebert.com
SCYX,http://www.scynexis.com
PFSW,http://www.pfsweb.com
EXTN,http://www.exterran.com
CBIO,http://www.catalystbiosciences.com
ASUR,http://www.asuresoftware.com
PXLW,http://www.pixelworks.com
INOD,http://www.innodata.com
RENN,http://www.renren-inc.com
INFI,http://www.infi.com
INVE,http://www.identiv.com
ENLV,http://www.enlivex.com
GALT,http://galectintherapeutics.com
MITT,http://www.agmit.com
GTE,http://www.grantierra.com
BSGM,http://www.biosig.com
CDR,http://www.cedarrealtytrust.com
SFE,http://www.safeguard.com
RNET,http://www.rig.net
SJT,http://www.sjbrt.com
SB,http://www.safebulkers.com
AAIC,http://www.arlingtonasset.com
IFRX,http://www.inflarx.de
AGFS,http://www.agrofresh.com
HYRE,http://www.hyrecar.com
GNCA,http://www.genocea.com
TSQ,http://www.townsquaremedia.com
PCTI,http://www.pctel.com
GEOS,http://www.geospace.com
MAGS,http://magalsecurity.com
ACRX,http://www.acelrx.com
TRX,http://tangoldcorp.com
XSPA,http://www.xpresspagroup.com
ADMS,http://www.adamaspharma.com
EOLS,http://www.evolus.com
DLNG,http://www.dynagaspartners.com
RVSB,http://www.riverviewbank.com
OBSV,http://www.obseva.com
PLX,http://www.protalix.com
WHG,http://www.westwoodgroup.com
AGTC,http://www.agtc.com
MFIN,http://www.medallion.com
LQDA,http://www.liquidia.com
SFUN,http://www.fang.com
DHX,http://www.dhigroupinc.com
AUMN,http://www.goldenminerals.com
SUP,http://www.supind.com
SD,http://www.sandridgeenergy.com
VGZ,http://www.vistagold.com
FCRD,http://www.thlcredit.com
CRVS,http://www.corvuspharma.com
ENZ,http://www.enzo.com
LJPC,http://lajollapharmaceutical.com
WATT,http://www.energous.com
FTEK,http://www.ftek.com
FFNW,http://www.ffnwb.com
TTI,http://www.tetratec.com
CRBP,http://www.corbuspharma.com
KZIA,http://www.kaziatherapeutics.com
TZOO,http://www.travelzoo.com
JAX,http://www.jalexandersholdings.com
ASC,http://ardmoreshipping.com
PBPB,http://www.potbelly.com
EGY,http://www.vaalco.com
NMM,http://www.navios-mlp.com
ORMP,http://www.oramed.com
AP,http://ampcopgh.com
HIL,http://www.hillintl.com
CLSD,http://www.clearsidebio.com
CYCN,http://www.cyclerion.com
ULBI,http://www.ultralifecorporation.com
NERV,http://www.minervaneurosciences.com
APRN,http://www.blueapron.com
MNTX,http://www.manitexinternational.com
HBP,http://www.huttig.com
PHAS,http://phasebio.com
CEMI,http://chembio.com
NMRD,http://nemauramedical.com
TWIN,http://www.twindisc.com
ARAV,http://aravive.com
CTG,http://www.ctg.com
SANW,http://www.swseedco.com
CORR,http://corenergy.reit
ZYNE,http://zynerba.com
TRIB,http://www.trinitybiotech.com
PCYG,http://www.parkcitygroup.com
CPSS,http://www.consumerportfolio.com
MN,http://www.manning-napier.com
DPW,http://www.aultglobal.com
MACK,http://www.merrimack.com
CLIR,http://www.clearsign.com
EPM,http://www.evolutionpetroleum.com
XAIR,http://www.beyondair.net
FENG,http://www.ifeng.com
RMTI,http://www.rockwellmed.com
NINE,http://nineenergyservice.com
LPCN,http://www.lipocine.com
CDTX,http://www.cidara.com
SUNW,http://sunworksusa.com
GASS,http://www.stealthgas.com
ELMD,http://smartvest.com
REFR,http://www.smartglass.com
QLGN,http://www.qualigeninc.com
BKEP,http://www.bkep.com
AFI,http://www.armstrongflooring.com
OMEX,http://www.odysseymarine.com
ASYS,http://www.amtechsystems.com
LXU,http://www.lsbindustries.com
EYPT,http://eyepointpharma.com
MCHX,http://www.marchex.com
PEI,http://www.preit.com
CAPR,http://www.capricor.com
KTCC,http://www.keytronic.com
FNHC,http://www.fednat.com
DTEA,http://www.davidstea.com
REPH,http://www.recrogainesville.com
IGC,http://www.igcinc.us
SND,http://www.smartsand.com
SYBX,http://www.synlogictx.com
CXDC,http://www.chinaxd.net
MRKR,http://www.markertherapeutics.com
AWRE,http://www.aware.com
GROW,http://www.usfunds.com
LEE,http://www.lee.net
KERN,http://www.akerna.com
USAK,http://www.usa-truck.com
GLMD,http://www.galmedpharma.com
CRWS,http://www.crowncrafts.com
PESI,http://www.perma-fix.com
EVOK,http://www.evokepharma.com
IMH,http://www.impaccompanies.com
SLS,http://www.sellaslifesciences.com
SVRA,http://www.savarapharma.com
RYB,http://www.rybbaby.com
PPBT,http://purple-biotech.com
DGLY,http://www.digitalallyinc.com
HEPA,http://www.hepionpharma.com
TURN,http://www.180degreecapital.com
OEG,http://www.orbitalenergygroup.com
FET,http://www.f-e-t.com
BBW,http://www.buildabear.com
ZDGE,http://www.zedge.net
BIOC,http://biocept.com
EXPR,http://www.express.com
TACT,http://www.transact-tech.com
SYNL,http://www.synalloy.com
ICMB,http://www.cmfn-inc.com
AMTX,http://www.aemetis.com
HALL,http://www.hallmarkgrp.com
ENG,http://www.englobal.com
KLXE,http://www.klxenergy.com
ARC,http://www.e-arc.com
MMLP,http://mmlp.com
RELL,http://www.rell.com
NHTC,http://www.naturalhealthtrendscorp.com
AAU,http://www.almadenminerals.com
JP,http://www.jpinvestment.cn
BMRA,http://www.biomerica.com
REI,http://www.ringenergy.com
RNWK,http://www.realnetworks.com
NBRV,http://www.nabriva.com
NAVB,http://www.navidea.com
EKSO,http://www.eksobionics.com
ASRV,http://www.ameriserv.com
VJET,http://www.voxeljet.com
NNA,http://www.navios-acquisition.com
AMPY,http://www.amplifyenergy.com
CCLP,http://www.csicompressco.com
RGLS,http://www.regulusrx.com
UTSI,http://www.utstar.com
PFMT,http://performantcorp.com
PHX,http://www.phxmin.com
SRAX,http://srax.com
STCN,http://www.steelconnectinc.com
VCNX,http://www.vaccinex.com
GIFI,http://www.gulfisland.com
YMTX,http://www.yumanity.com
ADMP,http://www.adamispharmaceuticals.com
SMLP,http://www.summitmidstream.com
REED,http://www.drinkreeds.com
RFIL,http://www.rfindustries.com
QUIK,http://www.quicklogic.com
CATB,http://www.catabasis.com
HDSN,http://www.hudsontech.com
BXRX,http://www.baudaxbio.com
UAMY,http://usantimony.com
GENE,http://www.gtglabs.com
HWCC,http://www.houwire.com
NTWK,http://www.netsoltech.com
RAIL,http://www.freightcaramerica.com
MLND,http://www.millendo.com
DXYN,http://www.thedixiegroup.com
ATOS,http://www.atossatherapeutics.com
ABIO,http://www.arcabio.com
SPRT,http://www.support.com
CPTA,http://www.capitalagroup.com
NM,http://www.navios.com
PTPI,http://www.petrospharma.com
VOLT,http://www.volt.com
ASRT,http://www.assertiotx.com
AUTO,http://www.autoweb.com
DSS,http://www.dsssecure.com
IO,http://www.iongeo.com
JILL,http://www.jjill.com
SEAC,http://www.seachange.com
LODE,http://www.comstockmining.com
NNVC,http://www.nanoviricides.com
ACOR,http://www.acorda.com
RKDA,http://www.arcadiabio.com
MVO,http://mvo.q4web.com/home/default.aspx
NCTY,http://www.the9.com
CNET,http://www.zdat.com
GTIM,http://www.goodtimesburgers.com
VTNR,http://www.vertexenergy.com
HUGE,http://www.fsdpharma.com
ACER,http://www.acertx.com
SVVC,http://www.firsthandtvf.com
